timestamp_ms,gpu_util,mem_util,mem_used,mem_total
248554,100,22,13899792384,42949672960
248564,100,22,13899792384,42949672960
248574,100,22,13899792384,42949672960
248584,100,22,13818003456,42949672960
248594,100,22,13813809152,42949672960
248604,100,22,13818003456,42949672960
248614,100,22,13818003456,42949672960
248624,100,22,13899792384,42949672960
248634,100,22,13899792384,42949672960
248644,100,22,13899792384,42949672960
248654,100,22,13899792384,42949672960
248664,100,22,13899792384,42949672960
248674,100,22,13899792384,42949672960
248684,100,22,13899792384,42949672960
248694,100,22,13813809152,42949672960
248704,100,22,13818003456,42949672960
248715,100,22,13818003456,42949672960
248724,100,22,13899792384,42949672960
248734,100,22,13899792384,42949672960
248744,100,22,13899792384,42949672960
248754,100,17,13899792384,42949672960
248764,100,17,13899792384,42949672960
248774,100,17,13899792384,42949672960
248784,100,17,13899792384,42949672960
248794,100,17,13818003456,42949672960
248804,100,17,13813809152,42949672960
248814,100,17,13818003456,42949672960
248824,100,17,13899792384,42949672960
248834,100,17,13899792384,42949672960
248844,100,17,13899792384,42949672960
248854,100,17,13899792384,42949672960
248864,100,17,13899792384,42949672960
248874,100,17,13899792384,42949672960
248884,100,17,13899792384,42949672960
248894,100,17,13818003456,42949672960
248904,100,17,13813809152,42949672960
248914,100,17,13813809152,42949672960
248924,100,17,13813809152,42949672960
248934,100,17,13813809152,42949672960
248944,100,17,13813809152,42949672960
248954,100,22,13813809152,42949672960
248964,100,22,13813809152,42949672960
248974,100,22,13813809152,42949672960
248984,100,22,13813809152,42949672960
248994,100,22,13813809152,42949672960
249004,100,22,13813809152,42949672960
249014,100,22,13813809152,42949672960
249024,100,22,13813809152,42949672960
249034,100,22,14696710144,42949672960
249044,100,22,15453782016,42949672960
249054,100,22,14428274688,42949672960
249064,100,22,14449246208,42949672960
249074,100,22,14449246208,42949672960
249084,100,22,14449246208,42949672960
249094,100,22,14463926272,42949672960
249104,100,22,14495383552,42949672960
249114,100,22,14516355072,42949672960
249124,100,22,14537326592,42949672960
249134,100,22,14562492416,42949672960
249144,100,22,14593949696,42949672960
249154,100,10,14623309824,42949672960
249164,100,10,14654767104,42949672960
249174,100,10,14686224384,42949672960
249184,100,10,14715584512,42949672960
249194,100,10,14747041792,42949672960
249204,100,10,14776401920,42949672960
249214,100,10,14805762048,42949672960
249224,100,10,14835122176,42949672960
249234,100,10,14862385152,42949672960
249244,100,10,14891745280,42949672960
249254,100,10,14921105408,42949672960
249264,100,10,14950465536,42949672960
249274,100,10,14979825664,42949672960
249284,100,10,15011282944,42949672960
249294,100,10,15040643072,42949672960
249304,100,10,15070003200,42949672960
249314,100,10,15101460480,42949672960
249324,100,10,15130820608,42949672960
249334,100,10,15162277888,42949672960
249344,100,10,14419886080,42949672960
249354,54,8,14254211072,42949672960
249364,54,8,14096924672,42949672960
249374,54,8,13927055360,42949672960
249384,54,8,13870432256,42949672960
249394,54,8,13870432256,42949672960
249404,54,8,13784449024,42949672960
249414,54,8,13788643328,42949672960
249424,54,8,13870432256,42949672960
249434,54,8,13870432256,42949672960
249444,54,8,13870432256,42949672960
249454,54,8,13870432256,42949672960
249464,54,8,13870432256,42949672960
249474,54,8,13870432256,42949672960
249484,54,8,13870432256,42949672960
249494,54,8,13788643328,42949672960
249504,54,8,13784449024,42949672960
249514,54,8,13788643328,42949672960
249525,54,8,13788643328,42949672960
249534,54,8,13870432256,42949672960
249544,54,8,13870432256,42949672960
249554,43,6,13870432256,42949672960
249564,43,6,13870432256,42949672960
249574,43,6,13870432256,42949672960
249584,43,6,13870432256,42949672960
249594,43,6,13870432256,42949672960
249604,43,6,13788643328,42949672960
249614,43,6,13788643328,42949672960
249624,43,6,13788643328,42949672960
249634,43,6,13870432256,42949672960
249644,43,6,13870432256,42949672960
249654,43,6,14000455680,42949672960
249664,43,6,13918666752,42949672960
249674,43,6,14000455680,42949672960
249684,43,6,13918666752,42949672960
249694,43,6,13918666752,42949672960
249704,43,6,13918666752,42949672960
249714,43,6,14000455680,42949672960
249724,43,6,14000455680,42949672960
249734,43,6,13914472448,42949672960
249744,43,6,14000455680,42949672960
249754,100,22,14000455680,42949672960
249764,100,22,14000455680,42949672960
249774,100,22,14000455680,42949672960
249784,100,22,13918666752,42949672960
249794,100,22,13918666752,42949672960
249804,100,22,13918666752,42949672960
249814,100,22,14000455680,42949672960
249824,100,22,14000455680,42949672960
249834,100,22,14000455680,42949672960
249844,100,22,14000455680,42949672960
249854,100,22,14000455680,42949672960
249864,100,22,14000455680,42949672960
249874,100,22,13918666752,42949672960
249884,100,22,13918666752,42949672960
249894,100,22,13918666752,42949672960
249904,100,22,14000455680,42949672960
249914,100,22,14000455680,42949672960
249924,100,22,14000455680,42949672960
249934,100,22,14000455680,42949672960
249944,100,22,14000455680,42949672960
249954,100,17,14000455680,42949672960
249964,100,17,13918666752,42949672960
249974,100,17,13914472448,42949672960
249984,100,17,13918666752,42949672960
249995,100,17,13918666752,42949672960
250004,100,17,14000455680,42949672960
250014,100,17,14000455680,42949672960
250024,100,17,14000455680,42949672960
250034,100,17,14000455680,42949672960
250044,100,17,14000455680,42949672960
250054,100,17,13918666752,42949672960
250064,100,17,13918666752,42949672960
250074,100,17,13918666752,42949672960
250084,100,17,13918666752,42949672960
250094,100,17,13918666752,42949672960
250104,100,17,13918666752,42949672960
250114,100,17,13914472448,42949672960
250124,100,17,13914472448,42949672960
250134,100,17,13914472448,42949672960
250144,100,17,13914472448,42949672960
250154,100,22,13914472448,42949672960
250164,100,22,14000455680,42949672960
250174,100,22,14000455680,42949672960
250184,100,22,14000455680,42949672960
250194,100,22,14000455680,42949672960
250204,100,22,13918666752,42949672960
250214,100,22,13914472448,42949672960
250224,100,22,13914472448,42949672960
250234,100,22,13914472448,42949672960
250244,100,22,13914472448,42949672960
250254,100,22,13914472448,42949672960
250264,100,22,13979484160,42949672960
250275,100,22,13914472448,42949672960
250284,100,22,13914472448,42949672960
250294,100,22,13914472448,42949672960
250304,100,22,13914472448,42949672960
250314,100,22,13914472448,42949672960
250324,100,22,13914472448,42949672960
250334,100,22,13914472448,42949672960
250344,100,22,13914472448,42949672960
250354,100,10,13914472448,42949672960
250364,100,10,13914472448,42949672960
250374,100,10,13914472448,42949672960
250384,100,10,13914472448,42949672960
250394,100,10,13914472448,42949672960
250404,100,10,13914472448,42949672960
250414,100,10,13914472448,42949672960
250424,100,10,13914472448,42949672960
250434,100,10,13914472448,42949672960
250444,100,10,13914472448,42949672960
250454,100,10,13914472448,42949672960
250464,100,10,13914472448,42949672960
250474,100,10,13914472448,42949672960
250484,100,10,13914472448,42949672960
250494,100,10,13914472448,42949672960
250504,100,10,13914472448,42949672960
250514,100,10,13914472448,42949672960
250524,100,10,13914472448,42949672960
250534,100,10,13914472448,42949672960
250544,100,10,13914472448,42949672960
250554,43,6,13914472448,42949672960
250564,43,6,13914472448,42949672960
250574,43,6,13914472448,42949672960
250584,43,6,13914472448,42949672960
250594,43,6,13914472448,42949672960
250604,43,6,13914472448,42949672960
250614,43,6,13914472448,42949672960
250624,43,6,13914472448,42949672960
250634,43,6,13914472448,42949672960
250644,43,6,13914472448,42949672960
250654,43,6,13914472448,42949672960
250664,43,6,13914472448,42949672960
250674,43,6,13914472448,42949672960
250684,43,6,13914472448,42949672960
250694,43,6,13914472448,42949672960
250704,43,6,13914472448,42949672960
250714,43,6,13914472448,42949672960
250724,43,6,13914472448,42949672960
250734,43,6,13914472448,42949672960
250744,43,6,13914472448,42949672960
250754,0,0,13914472448,42949672960
250764,0,0,13914472448,42949672960
250774,0,0,13914472448,42949672960
250784,0,0,13914472448,42949672960
250794,0,0,13914472448,42949672960
250804,0,0,13914472448,42949672960
250814,0,0,13914472448,42949672960
250824,0,0,13914472448,42949672960
250834,0,0,14549909504,42949672960
250844,0,0,14549909504,42949672960
250854,0,0,14679932928,42949672960
250864,0,0,14679932928,42949672960
250874,0,0,14679932928,42949672960
250884,0,0,14679932928,42949672960
250894,0,0,14679932928,42949672960
250904,0,0,14679932928,42949672960
250914,0,0,14698807296,42949672960
250924,0,0,14728167424,42949672960
250934,0,0,14749138944,42949672960
250944,0,0,14778499072,42949672960
250954,7,1,14807859200,42949672960
250964,7,1,14837219328,42949672960
250974,7,1,14864482304,42949672960
250984,7,1,14893842432,42949672960
250994,7,1,14923202560,42949672960
251004,7,1,14950465536,42949672960
251014,7,1,14977728512,42949672960
251024,7,1,15009185792,42949672960
251034,7,1,15038545920,42949672960
251044,7,1,15067906048,42949672960
251054,7,1,15099363328,42949672960
251064,7,1,15128723456,42949672960
251074,7,1,15158083584,42949672960
251084,7,1,15189540864,42949672960
251094,7,1,15218900992,42949672960
251104,7,1,15250358272,42949672960
251114,7,1,15279718400,42949672960
251124,7,1,15309078528,42949672960
251134,7,1,15340535808,42949672960
251144,7,1,15369895936,42949672960
251154,10,1,15399256064,42949672960
251165,10,1,14814150656,42949672960
251174,10,1,14633795584,42949672960
251184,10,1,14466023424,42949672960
251194,10,1,14296154112,42949672960
251204,10,1,14130479104,42949672960
251214,10,1,14073856000,42949672960
251224,10,1,14159839232,42949672960
251234,10,1,14159839232,42949672960
251244,10,1,14159839232,42949672960
251254,10,1,14159839232,42949672960
251264,10,1,14159839232,42949672960
251274,10,1,14073856000,42949672960
251284,10,1,14078050304,42949672960
251294,10,1,14159839232,42949672960
251304,10,1,14159839232,42949672960
251314,10,1,14159839232,42949672960
251324,10,1,14159839232,42949672960
251334,10,1,14159839232,42949672960
251344,10,1,14159839232,42949672960
251354,37,5,14073856000,42949672960
251364,37,5,14078050304,42949672960
251374,37,5,14078050304,42949672960
251384,37,5,14159839232,42949672960
251394,37,5,14159839232,42949672960
251404,37,5,14159839232,42949672960
251414,37,5,14159839232,42949672960
251424,37,5,14159839232,42949672960
251434,37,5,14159839232,42949672960
251444,37,5,14078050304,42949672960
251454,37,5,14078050304,42949672960
251464,37,5,14073856000,42949672960
251474,37,5,14078050304,42949672960
251485,37,5,14078050304,42949672960
251494,37,5,14159839232,42949672960
251504,37,5,14159839232,42949672960
251514,37,5,14159839232,42949672960
251524,37,5,14159839232,42949672960
251534,37,5,14159839232,42949672960
251544,37,5,14159839232,42949672960
251554,100,22,14073856000,42949672960
251564,100,22,14078050304,42949672960
251574,100,22,14159839232,42949672960
251584,100,22,14159839232,42949672960
251594,100,22,14159839232,42949672960
251604,100,22,14159839232,42949672960
251614,100,22,14159839232,42949672960
251624,100,22,14159839232,42949672960
251634,100,22,14073856000,42949672960
251644,100,22,14078050304,42949672960
251654,100,22,14159839232,42949672960
251664,100,22,14159839232,42949672960
251674,100,22,14159839232,42949672960
251684,100,22,14159839232,42949672960
251694,100,22,14159839232,42949672960
251704,100,22,14159839232,42949672960
251714,100,22,14078050304,42949672960
251724,100,22,14073856000,42949672960
251734,100,22,14078050304,42949672960
251744,100,22,14159839232,42949672960
251754,100,21,14159839232,42949672960
251764,100,21,14159839232,42949672960
251774,100,21,14159839232,42949672960
251784,100,21,14159839232,42949672960
251794,100,21,14078050304,42949672960
251804,100,21,14073856000,42949672960
251814,100,21,14078050304,42949672960
251824,100,21,14159839232,42949672960
251834,100,21,14159839232,42949672960
251844,100,21,14159839232,42949672960
251854,100,21,14159839232,42949672960
251864,100,21,14159839232,42949672960
251874,100,21,14078050304,42949672960
251884,100,21,14073856000,42949672960
251894,100,21,14073856000,42949672960
251904,100,21,14073856000,42949672960
251914,100,21,14073856000,42949672960
251924,100,21,14073856000,42949672960
251934,100,21,14073856000,42949672960
251944,100,21,14073856000,42949672960
251954,100,22,14073856000,42949672960
251964,100,22,14073856000,42949672960
251974,100,22,14073856000,42949672960
251984,100,22,14073856000,42949672960
251994,100,22,14073856000,42949672960
252004,100,22,14073856000,42949672960
252014,100,22,14073856000,42949672960
252024,100,22,14956756992,42949672960
252034,100,22,15713828864,42949672960
252044,100,22,14073856000,42949672960
252054,100,22,14818344960,42949672960
252064,100,22,14839316480,42949672960
252074,100,22,14904328192,42949672960
252084,100,22,14839316480,42949672960
252094,100,22,14839316480,42949672960
252104,100,22,14839316480,42949672960
252114,100,22,14839316480,42949672960
252124,100,22,14839316480,42949672960
252134,100,22,14839316480,42949672960
252144,100,22,14839316480,42949672960
252154,100,11,14839316480,42949672960
252164,100,11,14839316480,42949672960
252174,100,11,14839316480,42949672960
252184,100,11,14839316480,42949672960
252194,100,11,14839316480,42949672960
252204,100,11,14839316480,42949672960
252214,100,11,14839316480,42949672960
252224,100,11,14839316480,42949672960
252234,100,11,14839316480,42949672960
252244,100,11,14839316480,42949672960
252254,100,11,14839316480,42949672960
252264,100,11,14839316480,42949672960
252274,100,11,14839316480,42949672960
252284,100,11,14839316480,42949672960
252294,100,11,14839316480,42949672960
252304,100,11,14839316480,42949672960
252314,100,11,14839316480,42949672960
252324,100,11,14839316480,42949672960
252334,100,11,14839316480,42949672960
252344,100,11,14839316480,42949672960
252354,54,3,14839316480,42949672960
252364,54,3,14839316480,42949672960
252374,54,3,14839316480,42949672960
252384,54,3,14839316480,42949672960
252394,54,3,14856093696,42949672960
252404,54,3,14887550976,42949672960
252414,54,3,14916911104,42949672960
252424,54,3,14948368384,42949672960
252434,54,3,14977728512,42949672960
252444,54,3,15009185792,42949672960
252454,54,3,15040643072,42949672960
252464,54,3,15070003200,42949672960
252474,54,3,15101460480,42949672960
252484,54,3,15130820608,42949672960
252494,54,3,15162277888,42949672960
252504,54,3,15191638016,42949672960
252514,54,3,15223095296,42949672960
252524,54,3,15252455424,42949672960
252534,54,3,15283912704,42949672960
252544,54,3,15313272832,42949672960
252554,2,0,15344730112,42949672960
252564,2,0,15374090240,42949672960
252574,2,0,15403450368,42949672960
252584,2,0,15434907648,42949672960
252594,2,0,15464267776,42949672960
252604,2,0,15491530752,42949672960
252614,2,0,15522988032,42949672960
